orf	UNIPROT	GENENAME	SGD	OG	HAS_ORTHOLOG	len_ref	len_msa.yk11	n_snp	f_snp	len_msa.fungi	pid.fungi	n_species	f_species	n_matched.fungi	n_mismatched.fungi	n_indel.fungi	f_matched.fungi	f_indel.fungi	r4s.fungi	iq_cat.fungi	leisr_up.fungi	leisr_global.fungi	leisr_local.fungi	n_strains	f_strains	n_matched.yk11	n_indel.yk11	f_matched.yk11	f_mismatched.yk11	f_indel.yk11	r4s.yk11	leisr_up.yk11	leisr_global.yk11	leisr_local.yk11
YMR222C	Q05015	FSH2	S000004835	3RU0S	TRUE	223	223	35	0.15695067264573992	318	0.17040358744394624	14	1	37	185	19	0.16591928251121077	0.08520179372197309	1.1567708520179372	2.4349775784753365	49.33492475482899	-18.65971312069837	-17.064251692296384	1012	1	188	0	0.8430493273542601	0.15695067264573992	0	0.11194382959641255	4.7873125156756045	-9.177430637664015	-6.722011346105241
YMR223W	P50102	UBP8	S000004836	3RRQU	TRUE	471	471	94	0.19957537154989385	740	0.17409766454352438	14	1	76	389	92	0.1613588110403397	0.19532908704883228	1.222136093418259	2.208067940552017	175.25316627825376	-19.474104789222448	-17.583893650601183	1012	1	377	0	0.8004246284501062	0.19957537154989385	0	0.06622750955414013	5.650993522587783	-8.013111264446266	-6.650649257574959
YMR224C	P32829	MRE11	S000004837	3RR2P	TRUE	692	692	120	0.17341040462427745	918	0.18641618497109824	14	1	129	563	159	0.18641618497109827	0.22976878612716764	1.4529573699421965	2.2023121387283235	496.3640920444508	-19.399192784494435	-17.081626117663355	1012	1	572	0	0.8265895953757225	0.17341040462427745	0	0.09317498265895954	5.055934180102999	-8.925819817411536	-7.0809035668086935
YMR226C	Q05016	YMR226C	S000004839	3RRZ4	TRUE	267	267	30	0.11235955056179775	313	0.3146067415730337	14	1	84	183	1	0.3146067415730337	0.003745318352059925	0.8182629588014981	2.1385767790262173	4.13765090880676	-14.269641605426434	-12.454984547638515	1012	1	237	0	0.8876404494382022	0.11235955056179775	0	0.037483932584269665	6.640959690626252	-6.3950786189452336	-4.956869399848523
YMR227C	Q05021	TAF7	S000004840	3RT07	TRUE	590	590	109	0.1847457627118644	870	0.11016949152542377	14	1	2	525	536	0.003389830508474576	0.9084745762711864	1.5453491525423728	2.542372881355932	818.6180022234901	-19.506628004351946	-17.617158930746267	1012	1	481	0	0.8152542372881356	0.1847457627118644	0	0.10178833050847458	4.936640206453544	-9.267401582284243	-7.285496350177743
YMR228W	P14908	MTF1	S000004841	3RTPA	TRUE	341	341	55	0.16129032258064516	752	0.08211143695014667	14	1	28	313	24	0.08211143695014662	0.07038123167155426	1.4714956011730205	2.8621700879765397	33.40354405993953	-22.170529688774234	-20.729025378346986	1012	1	286	0	0.8387096774193549	0.16129032258064516	0	0.09975297360703812	NA	NA	NA
YMR229C	Q05022	RRP5	S000004842	3RRU7	TRUE	1729	1729	312	0.18045112781954886	1938	0.18739155581260847	14	1	251	1405	321	0.14517061885482938	0.18565644881434354	1.077779120879121	1.9502602660497397	148.7989401764874	-17.491078962146567	-15.783467894228632	1012	1	1417	0	0.8195488721804511	0.18045112781954886	0	0.11048440601503759	4.368385019181776	-10.547377896466203	-8.156263376990935
YMR231W	P12868	PEP5	S000004844	3RRU4	TRUE	1029	1029	191	0.18561710398445092	1654	0.09523809523809523	14	1	26	931	770	0.025267249757045675	0.7482993197278912	1.3574926141885326	2.413022351797862	122.94804452454714	-20.15969194160318	-18.482474313346373	1012	1	838	0	0.814382896015549	0.18561710398445092	0	NA	3.552195354447883	-13.225274537152979	-9.733819739558982
YMR233W	Q05024	TRI1	S000004846	3RU89	TRUE	226	226	41	0.18141592920353983	646	0.026548672566371723	14	1	6	220	40	0.02654867256637168	0.17699115044247787	1.7020756637168142	2.415929203539823	180.3146676973415	-24.730354368332293	-23.477681857533003	1012	1	185	0	0.8185840707964602	0.18141592920353983	0	0.07123032300884956	6.735338290349894	-6.914718258191602	-5.719459719378891
YMR234W	Q04740	RNH1	S000004847	3RTRC	TRUE	348	348	47	0.13505747126436782	626	0.1293103448275862	14	1	29	303	159	0.08333333333333333	0.45689655172413796	1.6677563218390805	2.6120689655172415	808.6357729120026	-21.989897729192148	-20.005495466788094	1012	1	301	0	0.8649425287356322	0.13505747126436782	0	0.09913405747126437	4.519210073813491	-9.48975657858119	-7.286976299082156
YMR236W	Q05027	TAF9	S000004849	3RUUQ	TRUE	157	157	23	0.1464968152866242	331	0.3885350318471338	14	1	61	96	29	0.3885350318471338	0.18471337579617833	0.9257354140127388	1.9363057324840764	133.04545992479336	-13.264054016334834	-11.239552879201405	1012	1	134	0	0.8535031847133758	0.1464968152866242	0	0.032507216560509554	11.477904792201539	-4.827260099778416	-4.3447271107077885
YMR237W	Q05029	BCH1	S000004850	3RR0M	TRUE	724	724	81	0.11187845303867404	1334	0.08563535911602205	14	1	45	662	128	0.062154696132596686	0.17679558011049723	1.1155694751381215	2.3480662983425415	46.55545747710187	-17.878682620296907	-16.55562282283025	1012	1	643	0	0.888121546961326	0.11187845303867404	0	0.05483802900552486	7.761595172699768	-6.43561689242205	-5.141715797914582
YMR238W	Q05031	DFG5	S000004851	3RSUC	TRUE	458	458	42	0.09170305676855896	751	0.2685589519650655	14	1	122	335	23	0.2663755458515284	0.05021834061135371	1.1378109170305677	2.1746724890829694	113.73553052166154	-17.816328699529098	-15.742973841790167	1012	1	416	0	0.9082969432314411	0.09170305676855896	0	0.032351268558951964	8.713014262282128	-5.722199403886335	-4.615495484026332
YMR239C	Q02555	RNT1	S000004852	3RSKU	TRUE	471	471	75	0.1592356687898089	1596	0.07006369426751591	14	1	28	438	100	0.059447983014861996	0.21231422505307856	1.692488110403397	2.256900212314225	388.51099671431234	-22.319986557451223	-20.478729285380297	1012	1	396	0	0.8407643312101911	0.1592356687898089	0	0.06085976645435244	5.846302222769956	-7.310620690558421	-6.083921731321988
YMR240C	Q02554	CUS1	S000004853	3RSYJ	TRUE	436	436	101	0.231651376146789	722	0.10779816513761464	14	1	45	389	108	0.10321100917431193	0.24770642201834864	2.179179724770642	2.4403669724770642	1242.2845915582946	-24.442616939237272	-22.290887863005608	1012	1	335	0	0.768348623853211	0.231651376146789	0	0.1438666628440367	3.391165235769198	-13.27729915770814	-10.19904437051237
YMR241W	Q04013	YHM2	S000004854	3RR1X	TRUE	314	314	16	0.050955414012738856	401	0.5318471337579618	14	1	164	147	16	0.5222929936305732	0.050955414012738856	0.5329277388535032	1.821656050955414	37.68784445852758	-10.234784973764567	-8.629635210419801	1012	1	298	0	0.9490445859872612	0.050955414012738856	0	0.02699481847133758	16.71536590987819	-4.237641597834003	-3.6500642510788732
YMR243C	P20107	ZRC1	S000004856	3RSPG	TRUE	442	442	64	0.14479638009049775	627	0.33710407239819007	14	1	75	293	277	0.16968325791855204	0.6266968325791855	1.0825853167420814	1.9705882352941178	53.47503882227641	-14.71318530740529	-12.524423559078588	1012	1	378	0	0.8552036199095022	0.14479638009049775	0	0.1061911334841629	4.451671569030343	-9.395385842095017	-7.199729663832578
YMR246W	P47912	FAA4	S000004860	3RRXV	TRUE	694	694	105	0.15129682997118155	744	0.30403458213256485	13	0.9285714285714286	202	483	694	0.2910662824207493	1	0.979450144092219	2.1729106628242074	18.773097086518508	-15.325412246742697	-13.616307892324542	1012	1	589	0	0.8487031700288185	0.15129682997118155	0	NA	4.162235443397909	-10.994412368467172	-8.258635873645458
YMR247C	Q04781	RKR1	S000004861	3RRGQ	TRUE	1562	1562	302	0.19334186939820744	1906	0.05697823303457106	14	1	72	1473	761	0.046094750320102434	0.4871959026888604	2.090429129321383	2.7772087067861717	452.8600541871882	-24.716806472998215	-22.851735099529936	1012	1	1260	0	0.8066581306017926	0.19334186939820744	0	0.14693228297055058	NA	NA	NA
YMR257C	P08468	PET111	S000004870	3RSD6	TRUE	800	800	127	0.15875	1057	0.010000000000000009	14	1	5	792	159	0.00625	0.19875	2.394080625	2.4425	417.3612145384142	-27.397042742829814	-26.249197605611062	1012	1	673	0	0.84125	0.15875	0	0.07183494125	4.559083003614907	-9.868445744468838	-7.73995583464217
YMR259C	Q03496	TRM732	S000004872	3RR4Q	TRUE	1420	1420	302	0.21267605633802816	1971	0.03169014084507038	14	1	42	1375	332	0.029577464788732393	0.23380281690140844	2.205189014084507	2.862676056338028	307.83788033500764	-25.8784760587326	-24.245555217043194	1012	1	1118	0	0.7873239436619718	0.21267605633802816	0	0.09730965211267606	4.15725428365549	-11.011978748696393	-8.87105868595111
YMR260C	P38912	TIF11	S000004873	3RU5B	TRUE	153	153	8	0.05228758169934641	192	0.6470588235294117	14	1	99	54	3	0.6470588235294118	0.0196078431372549	0.2628580392156863	1.9281045751633987	71.36769288321665	-6.826481367222006	-5.874096501941026	1012	1	145	0	0.9477124183006536	0.05228758169934641	0	0.017398666666666666	22.935185341561088	-3.6131639377020637	-3.2142317445045974
YMR261C	P38426	TPS3	S000004874	3RRMA	TRUE	1054	1054	143	0.13567362428842505	1327	0.18406072106261862	14	1	183	860	299	0.17362428842504743	0.2836812144212524	1.4432670777988614	2.3738140417457307	216.07640908433837	-19.996307261756996	-17.7105887108408	1012	1	911	0	0.864326375711575	0.13567362428842505	0	0.07658879506641367	5.720906507234768	-8.198967714829196	-6.475408442561459
YMR262W	P38430	YMR262W	S000004875	3RU1C	TRUE	313	313	55	0.1757188498402556	491	0.12140575079872207	14	1	38	275	44	0.12140575079872204	0.14057507987220447	2.1004371884984026	2.929712460063898	355.63020197366967	-24.683360905880054	-22.414380436709685	1012	1	258	0	0.8242811501597445	0.1757188498402556	0	0.06832415974440895	6.047331219348243	-7.609729818425531	-6.216023140906489
YMR263W	P38429	SAP30	S000004876	3RUE6	TRUE	201	201	42	0.208955223880597	271	0.17910447761194026	14	1	22	165	54	0.10945273631840796	0.26865671641791045	1.0938905472636815	2.8358208955223883	453.49284386567064	-16.3536742493946	-15.04143454688843	1012	1	159	0	0.7910447761194029	0.208955223880597	0	0.10243114427860696	3.876682723680967	-11.018083545571264	-8.709573388060335
YMR266W	Q03516	RSN1	S000004879	3RTC4	TRUE	953	953	144	0.15110178384050368	1372	0.18782791185729275	14	1	171	774	140	0.1794333683105981	0.14690451206715635	1.1048183630640085	2.366211962224554	109.70595663554124	-17.213524028033557	-15.51812530843791	974	0.9624505928853755	809	953	0.8488982161594963	0.15110178384050368	1	0.20597337985309547	3.248478456069532	-14.49474425856684	-9.836672096945216
YMR267W	P28239	PPA2	S000004880	3RTPH	TRUE	310	310	72	0.23225806451612904	367	0.22580645161290325	14	1	70	240	21	0.22580645161290322	0.06774193548387097	1.3843606451612904	2.6483870967741936	36.71099560159688	-19.938487485062765	-17.783067938880492	1012	1	238	0	0.7677419354838709	0.23225806451612904	0	0.2282591870967742	3.265374594102446	-15.858317550150822	-11.520323812217685
YMR268C	P49960	PRP24	S000004881	3RT53	TRUE	444	444	81	0.18243243243243243	1413	0.029279279279279313	14	1	2	431	155	0.0045045045045045045	0.3490990990990991	1.9114272522522522	2.6103603603603602	567.0145672877239	-24.781607599628643	-23.298285958966744	1012	1	363	0	0.8175675675675675	0.18243243243243243	0	0.13722166216216217	3.297855651908565	-12.507588942256223	-8.78357673828293
YMR269W	Q03525	TMA23	S000004882	3RUTU	TRUE	211	211	34	0.16113744075829384	807	0.1800947867298578	14	1	37	173	51	0.17535545023696683	0.24170616113744076	1.428867298578199	2.4691943127962084	762.5179094645218	-19.804588479773333	-17.871509146787577	1012	1	177	0	0.8388625592417062	0.16113744075829384	0	0.22616794312796207	3.2912967772378363	-16.159423621055158	-9.853994390753108
YMR271C	P30402	URA10	S000004884	3RSG7	TRUE	227	227	62	0.27312775330396477	299	0.42731277533039647	14	1	97	130	12	0.42731277533039647	0.05286343612334802	0.7677542731277534	2.409691629955947	48.0780490676554	-13.248628895508858	-11.33920391685667	1012	1	165	0	0.7268722466960352	0.27312775330396477	0	0.2195272114537445	3.3431107790339514	-15.480901914681091	-11.470981554697499
YMR272C	Q03529	SCS7	S000004885	3RTC8	TRUE	384	384	37	0.09635416666666667	447	0.35677083333333337	14	1	97	247	111	0.2526041666666667	0.2890625	0.8004118489583333	2.140625	4.352320391088524	-13.589687359438933	-11.905029562632242	1012	1	347	0	0.9036458333333334	0.09635416666666667	0	0.03304290364583333	11.799998552846349	-4.880205092682159	-4.269093631854471
YMR273C	P50111	ZDS1	S000004886	3RV2E	TRUE	915	915	195	0.21311475409836064	1905	0.03825136612021862	14	1	29	880	368	0.03169398907103825	0.4021857923497268	2.60032112568306	2.6316939890710382	1360.2064545534151	-26.781802507390502	-24.529630190981308	1012	1	720	0	0.7868852459016393	0.21311475409836064	0	0.1666900612021858	3.2811778402705265	-16.329863652983192	-12.207113457797528
YMR276W	P48510	DSK2	S000004889	3RR32	TRUE	373	373	68	0.18230563002680966	517	0.3002680965147453	14	1	105	261	65	0.28150134048257375	0.1742627345844504	0.9823970509383378	1.9571045576407506	327.18091330885863	-14.934227383043257	-13.120994201496314	1012	1	305	0	0.8176943699731903	0.18230563002680966	0	0.15070447184986596	4.311503836131548	-10.914909528965914	-8.170462230632545
YMR277W	Q03254	FCP1	S000004890	3RS3E	TRUE	732	732	89	0.12158469945355191	1030	0.24453551912568305	14	1	166	553	126	0.226775956284153	0.1721311475409836	1.1039293715846994	2.1748633879781423	47.52206292646328	-16.767126416233566	-14.919279351756725	1012	1	643	0	0.8784153005464481	0.12158469945355191	0	0.045443523224043714	8.864938052005826	-5.919089402534002	-5.096012627794507
YMR278W	Q03262	PRM15	S000004891	3RS9Q	TRUE	622	622	132	0.21221864951768488	719	0.27813504823151125	14	1	172	449	54	0.2765273311897106	0.08681672025723473	1.2927926688102893	2.2636655948553055	133.12424968939007	-18.57981415002547	-16.23019403379687	1012	1	490	0	0.7877813504823151	0.21221864951768488	0	0.13448393569131833	4.541610203639817	-11.055452840402983	-8.812345761285242
YMR280C	P39113	CAT8	S000004893	3RSZ5	TRUE	1433	1433	285	0.19888346127006282	1783	0.12421493370551295	14	1	64	1255	1055	0.044661549197487785	0.7362177250523377	1.5908302861130494	2.4528960223307745	529.7107299189757	-18.909911403657716	-17.17869403566302	1012	1	1148	0	0.8011165387299372	0.19888346127006282	0	0.1814076866713189	3.386378779435148	-14.463326977523892	-10.613794323886962
YMR281W	P23797	GPI12	S000004894	3RUFD	TRUE	304	304	57	0.1875	412	0.14473684210526316	14	1	40	260	71	0.13157894736842105	0.23355263157894737	1.7333927631578947	2.848684210526316	48808.12774678584	-22.132354602588993	-19.994258306056494	1012	1	247	0	0.8125	0.1875	0	0.09414735855263158	5.020868189472968	-8.598544135970199	-6.7923876362213145
YMR284W	P32807	YKU70	S000004897	3RT7A	TRUE	602	602	124	0.2059800664451827	897	0.06312292358803984	14	1	38	564	76	0.06312292358803986	0.12624584717607973	1.4478926910299004	2.4385382059800667	187.00035509272533	-21.96835708833113	-20.467516872002168	1012	1	478	0	0.7940199335548173	0.2059800664451827	0	0.14453710631229236	4.106838479427043	-11.095832015883794	-8.379438341496538
YMR285C	Q03264	NGL2	S000004898	3RRRC	TRUE	515	515	92	0.1786407766990291	647	0.1902912621359223	14	1	75	417	177	0.14563106796116504	0.34368932038834954	1.2567939805825243	2.2815533980582523	218.25931812144393	-18.40094642414586	-16.455928651614414	1012	1	423	0	0.8213592233009709	0.1786407766990291	0	0.11304389126213592	4.93666490643331	-9.917686314789167	-7.483016154663121
YMR287C	P39112	DSS1	S000004900	3RR2F	TRUE	969	969	147	0.15170278637770898	1425	0.06604747162022706	14	1	52	905	338	0.053663570691434466	0.34881320949432404	1.8479313725490196	2.731682146542828	355.9486074102251	-23.68150083307143	-21.95725081308432	1012	1	822	0	0.848297213622291	0.15170278637770898	0	0.11913273993808049	4.45622918777207	-10.459590017231822	-7.760841764285117
YMR288W	P49955	HSH155	S000004901	3RRV1	TRUE	971	971	146	0.15036045314109167	1323	0.18846549948506697	14	1	178	788	104	0.18331616889804325	0.10710607621009269	1.1014604531410916	2.317198764160659	86.67443908161565	-17.648083555777692	-15.909332426264832	1012	1	825	0	0.8496395468589083	0.15036045314109167	0	0.12274618846549948	4.696011977718398	-9.92408255361647	-7.323543505515891
YMR289W	Q03266	ABZ2	S000004902	3RTZT	TRUE	374	374	83	0.22192513368983957	463	0.106951871657754	14	1	39	334	136	0.10427807486631016	0.36363636363636365	2.223197192513369	3.0427807486631018	672.9491906731015	-22.594866786797883	-20.537087990982748	1012	1	291	0	0.7780748663101604	0.22192513368983957	0	NA	3.6526091871972657	-16.114356897570577	-11.690709815165986
YMR290C	Q03532	HAS1	S000004903	3RSP6	TRUE	505	505	27	0.053465346534653464	616	0.6415841584158416	14	1	320	181	33	0.6336633663366337	0.06534653465346535	0.4752480396039604	1.4	66.90226537499517	-9.219426041346749	-7.5288655176210035	1012	1	478	0	0.9465346534653465	0.053465346534653464	0	0.0469725504950495	11.301784484550195	-5.005574169896115	-4.015951238476543
YMR293C	Q03557	HER2	S000004907	3RS32	TRUE	464	464	77	0.16594827586206898	625	0.20043103448275867	14	1	91	371	51	0.1961206896551724	0.10991379310344827	1.3748353448275863	2.2392241379310347	220.3398599942198	-20.042446365471488	-17.807155929472074	1012	1	387	0	0.834051724137931	0.16594827586206898	0	0.15472203663793102	3.9789225995056454	-12.766181560609997	-9.184593511981658
YMR295C	Q03559	YMR295C	S000004910	3RUKC	TRUE	197	197	19	0.09644670050761421	574	0.20812182741116747	14	1	41	156	44	0.20812182741116753	0.2233502538071066	1.1135472081218274	2.3756345177664975	56.17287250143388	-17.134865151765343	-15.277567061363918	1012	1	178	0	0.9035532994923858	0.09644670050761421	0	0.04957978680203046	6.973180579101536	-6.680146123403961	-5.00668256101918
YMR296C	P25045	LCB1	S000004911	3RSVS	TRUE	558	558	50	0.08960573476702509	608	0.19892473118279574	14	1	109	447	29	0.1953405017921147	0.05197132616487455	1.0963618279569893	2.238351254480287	5.2593882717767935	-18.04830637795127	-16.262447947752744	1012	1	508	0	0.910394265232975	0.08960573476702509	0	0.028376344086021507	13.183121032085861	-4.665254500118165	-4.123246913555746
YMR297W	P00729	PRC1	S000004912	3RSPU	TRUE	532	532	50	0.09398496240601503	1076	0.3928571428571429	14	1	205	323	53	0.38533834586466165	0.09962406015037593	0.8822983458646616	2.095864661654135	23.81344932369844	-14.116493761654537	-12.10088189959164	1012	1	482	0	0.9060150375939849	0.09398496240601503	0	0.08399737781954887	NA	NA	NA
YMR300C	P04046	ADE4	S000004915	3RTWW	TRUE	510	510	26	0.050980392156862744	616	0.5450980392156863	14	1	87	232	345	0.17058823529411765	0.6764705882352942	0.47282927450980394	1.9980392156862745	6.360605190707135	-9.70242541050534	-8.245733826639063	1012	1	484	0	0.9490196078431372	0.050980392156862744	0	0.021136756862745097	19.145901467665514	-4.111045181164829	-3.5797713931362867
YMR301C	P40416	ATM1	S000004916	3RR2M	TRUE	690	690	78	0.11304347826086956	768	0.4304347826086956	14	1	297	393	32	0.43043478260869567	0.0463768115942029	1.0319249855072463	1.8434782608695652	222.74962606767093	-15.188766670361192	-12.475884446032431	1012	1	612	0	0.8869565217391304	0.11304347826086956	0	0.0653251652173913	5.064038649250098	-8.105374116110143	-6.106643873024483
YMR302C	P32843	YME2	S000004917	3RRPH	TRUE	850	850	111	0.13058823529411764	1158	0.21058823529411763	14	1	174	671	103	0.20470588235294118	0.12117647058823529	1.091215411764706	2.0364705882352943	113.94173637849498	-16.505507670872838	-14.555908852161116	1012	1	739	0	0.8694117647058823	0.13058823529411764	0	0.18939634117647058	3.3669875244100247	-14.083097578778366	-9.881292291397546
YMR303C	P00331	ADH2	S000004918	3RR34	TRUE	348	348	30	0.08620689655172414	461	0.5344827586206897	14	1	186	162	0	0.5344827586206896	0	0.4784435632183908	1.8419540229885059	33.03761232017173	-10.254095102746218	-8.816021116370212	284	0.28063241106719367	318	348	0.9137931034482759	0.08620689655172414	1	0.2592514942528736	5.618138937974784	-7.387389713968154	-5.528979016917993
YMR304W	P50101	UBP15	S000004920	3RTDW	TRUE	1230	1230	190	0.15447154471544716	1564	0.21463414634146338	14	1	37	966	746	0.03008130081300813	0.6065040650406504	1.2238783739837398	2.3560975609756096	103.07178662155862	-17.74610934787921	-15.938590296637972	1012	1	1040	0	0.8455284552845529	0.15447154471544716	0	NA	4.579841592261515	-10.11298546558748	-7.864937851513248
YMR305C	Q04951	SCW10	S000004921	3RR77	TRUE	389	389	68	0.17480719794344474	472	0.1876606683804627	14	1	73	316	59	0.18766066838046272	0.15167095115681234	1.1672200514138817	2.3830334190231364	441.8230082585774	-18.792749418034948	-16.924378887603687	1012	1	321	0	0.8251928020565553	0.17480719794344474	0	0.05990323907455013	NA	NA	NA
YMR306W	Q04952	FKS3	S000004923	3RSE1	TRUE	1785	1785	243	0.1361344537815126	2212	0.27338935574229695	14	1	301	1297	826	0.16862745098039217	0.4627450980392157	1.0114942296918767	2.066666666666667	38.81482446502508	-15.331413876404582	-13.420151807894989	1012	1	1542	0	0.8638655462184874	0.1361344537815126	0	0.07257832829131652	NA	NA	NA
YMR307W	P22146	GAS1	S000004924	3RT32	TRUE	559	559	55	0.09838998211091235	1203	0.20035778175313057	14	1	54	447	278	0.09660107334525939	0.49731663685152055	1.0693048300536672	1.9534883720930232	486.73941563805647	-17.52678309776357	-15.588432823933957	995	0.983201581027668	504	559	0.9016100178890877	0.09838998211091235	1	0.03198239177101968	NA	NA	NA
YMR308C	P32337	PSE1	S000004925	3RRZJ	TRUE	1089	1089	143	0.13131313131313133	1127	0.3085399449035813	14	1	116	753	719	0.10651974288337925	0.660238751147842	0.7448192837465565	2.369146005509642	13.394497567326193	-12.667490463475671	-11.335956266037286	1012	1	946	0	0.8686868686868687	0.13131313131313133	0	0.07169321303948577	5.6424631770556735	-7.900683185378032	-6.2099148578443435
YMR309C	P32497	NIP1	S000004926	3RRDZ	TRUE	812	812	85	0.10467980295566502	934	0.17980295566502458	14	1	81	666	380	0.09975369458128079	0.46798029556650245	0.9780305418719212	2.4088669950738915	54.010938975484265	-16.09752207500282	-14.655794555935657	1012	1	727	0	0.895320197044335	0.10467980295566502	0	0.04969960837438424	8.51966805364017	-5.743112896860416	-4.71125053537526
YMR310C	Q04867	YMR310C	S000004927	3RTEQ	TRUE	317	317	72	0.22712933753943218	494	0.16719242902208198	14	1	20	264	226	0.06309148264984227	0.7129337539432177	1.226592429022082	2.4763406940063093	98.72738082165131	-18.29987362748382	-16.62326342672311	1012	1	245	0	0.7728706624605678	0.22712933753943218	0	0.10564147949526814	4.74123096277003	-9.098558155901875	-7.312304348441702
YMR311C	P41818	GLC8	S000004928	3RUV2	TRUE	229	229	37	0.1615720524017467	414	0.1834061135371179	14	1	35	187	79	0.15283842794759825	0.34497816593886466	1.415703056768559	2.668122270742358	485.65060537287616	-17.970486393771036	-15.987087160619994	1012	1	192	0	0.8384279475982532	0.1615720524017467	0	0.10074466812227074	NA	NA	NA
YMR313C	P40308	TGL3	S000004930	3RRU6	TRUE	642	642	73	0.11370716510903427	1028	0.11838006230529596	14	1	55	566	204	0.08566978193146417	0.3177570093457944	1.0424671339563862	1.8457943925233644	131.8201909810822	-15.667544281106084	-14.138020179438751	1012	1	569	0	0.8862928348909658	0.11370716510903427	0	0.04270285825545171	8.157812075388131	-6.072893232860403	-5.024433805798263
YMR314W	P40302	PRE5	S000004931	3RR06	TRUE	234	234	26	0.1111111111111111	318	0.5128205128205128	14	1	119	114	1	0.5085470085470085	0.004273504273504274	0.43389384615384613	2.0256410256410255	4.104213149628753	-9.57968911350373	-8.267257982901944	1012	1	208	0	0.8888888888888888	0.1111111111111111	0	0.03376057692307692	10.130048120479302	-5.05091418559902	-4.334514610813097
YMR315W	Q04869	YMR315W	S000004932	3RT1K	TRUE	349	349	50	0.14326647564469913	440	0.24068767908309452	14	1	70	265	70	0.20057306590257878	0.20057306590257878	0.9193707736389685	2.33810888252149	3.7222851472469953	-15.743523924127025	-14.225354922322996	1012	1	299	0	0.8567335243553008	0.14326647564469913	0	0.06935853008595988	5.898966087824946	-7.33143687750771	-5.959194812520551
YMR317W	Q04893	YMR317W	S000004936	NA	TRUE	1140	1140	422	0.3701754385964912	4204	0.0026315789473684292	11	0.7857142857142857	1	1137	536	8.771929824561404e-4	0.47017543859649125	4.286719298245614	2.9096491228070174	NA	NA	NA	1012	1	718	0	0.6298245614035087	0.3701754385964912	0	NA	3.253006523191811	-28.918109437765118	-21.328861515533376
YMR323W	P42222	ERR3	S000004942	3RRVI	TRUE	437	437	52	0.11899313501144165	475	0.4736842105263158	14	1	207	230	0	0.47368421052631576	0	0.5584664073226545	1.9016018306636155	4.378485320020448	-11.250419396852651	-9.61858107175586	1012	1	385	0	0.8810068649885584	0.11899313501144165	0	0.04420372311212815	8.030872970019036	-6.1979977183962784	-5.1972573386597585
YNL001W	P33309	DOM34	S000004946	3RT8I	TRUE	386	386	70	0.18134715025906736	477	0.1658031088082902	14	1	62	322	16	0.16062176165803108	0.04145077720207254	0.9399007772020725	2.33160621761658	55.72812787157526	-16.145686586797243	-14.83631854939296	1012	1	316	0	0.8186528497409327	0.18134715025906736	0	0.08538435233160621	4.641667344576614	-9.273381184589288	-7.374547488770418
YNL002C	P40693	RLP7	S000004947	3RSSP	TRUE	322	322	43	0.13354037267080746	362	0.18012422360248448	14	1	52	264	81	0.16149068322981366	0.2515527950310559	1.0892916149068324	2.406832298136646	159.91428502809717	-16.428498939738354	-14.866075539107033	1012	1	279	0	0.8664596273291926	0.13354037267080746	0	0.08726967701863354	5.273358257885521	-7.828316755809997	-5.882931081916692
YNL003C	P38921	PET8	S000004948	3RRZE	TRUE	284	284	29	0.10211267605633803	482	0.4119718309859155	14	1	77	167	110	0.2711267605633803	0.3873239436619718	0.9726990492957747	2.369718309859155	76.08343625114703	-13.822622042123406	-11.682641040528226	1012	1	255	0	0.897887323943662	0.10211267605633803	0	0.03127326408450704	NA	NA	NA
YNL004W	P38922	HRB1	S000004949	3RTJW	TRUE	429	NA	NA	NA	624	0.19580419580419584	14	1	38	345	226	0.08857808857808858	0.5268065268065268	1.3807305361305362	2.3076923076923075	356.67179071676117	-15.977551545458999	-14.355670005702272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNL005C	P12687	MRP7	S000004950	3RRCB	TRUE	371	371	59	0.15902964959568733	518	0.1617250673854448	14	1	3	311	186	0.008086253369272238	0.5013477088948787	1.487777628032345	2.7735849056603774	166.24933260819026	-21.172140411317027	-19.273000676424598	1012	1	312	0	0.8409703504043127	0.15902964959568733	0	0.06271638544474394	NA	NA	NA
YNL006W	P41318	LST8	S000004951	3RTSZ	TRUE	303	303	11	0.036303630363036306	487	0.6138613861386139	14	1	186	117	0	0.6138613861386139	0	0.2334605280528053	1.9570957095709571	5.036454484587714	-7.1954283418659015	-6.3118226358545595	1012	1	292	0	0.9636963696369637	0.036303630363036306	0	0.012833689768976898	NA	NA	NA
YNL007C	P25294	SIS1	S000004952	3RS1Q	TRUE	352	352	43	0.12215909090909091	442	0.34375	14	1	57	231	167	0.16193181818181818	0.4744318181818182	0.759921875	2.1079545454545454	34.360994662611446	-12.537130012252787	-11.172631946108945	1012	1	309	0	0.8778409090909091	0.12215909090909091	0	0.09834960227272728	7.279158725746836	-6.942209037009874	-5.515780328199455
YNL008C	P53983	ASI3	S000004953	3RUK7	TRUE	669	NA	NA	NA	1106	0.04035874439461884	14	1	20	642	221	0.029895366218236172	0.3303437967115097	2.1527303437967116	3.197309417040359	721.6715644015832	-25.21441884412391	-23.755420084746525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
